ID,name,description,image,Lending Amount,Crypto,Country,Category,Asset ID,Background,Skin,Message,Collaboration
163,RUMDUOL #163,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/3.png,40,DAI,Cambodia,Tuk Tuk,3,Khaki,Blue,NOW IS TOMORROW.,IZUMIDA LEE
164,RUMDUOL #164,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/4.png,40,DAI,Cambodia,Tuk Tuk,4,Blue,Green,MOVING FORWARD TOGETHER.,IZUMIDA LEE
165,RUMDUOL #165,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/5.png,40,DAI,Cambodia,Tuk Tuk,5,Green,Olive Green,NEW FLOW TO A CO-WELLNESS WORLD.,IZUMIDA LEE
166,RUMDUOL #166,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/1.png,40,DAI,Cambodia,Tuk Tuk,1,Yellow,Red,EMPOWERING THE ANONYMOUS HEROS.,IZUMIDA LEE
167,RUMDUOL #167,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/2.png,40,DAI,Cambodia,Tuk Tuk,2,Orange,Yellow,HARVESTING BETTER WORLD.,IZUMIDA LEE
168,RUMDUOL #168,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/3.png,40,DAI,Cambodia,Tuk Tuk,3,Khaki,Blue,NOW IS TOMORROW.,IZUMIDA LEE
169,RUMDUOL #169,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/4.png,40,DAI,Cambodia,Tuk Tuk,4,Blue,Green,MOVING FORWARD TOGETHER.,IZUMIDA LEE
170,RUMDUOL #170,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/5.png,40,DAI,Cambodia,Tuk Tuk,5,Green,Olive Green,NEW FLOW TO A CO-WELLNESS WORLD.,IZUMIDA LEE
171,RUMDUOL #171,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/1.png,40,DAI,Cambodia,Tuk Tuk,1,Yellow,Red,EMPOWERING THE ANONYMOUS HEROS.,IZUMIDA LEE
172,RUMDUOL #172,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/2.png,40,DAI,Cambodia,Tuk Tuk,2,Orange,Yellow,HARVESTING BETTER WORLD.,IZUMIDA LEE
173,RUMDUOL #173,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/3.png,40,DAI,Cambodia,Tuk Tuk,3,Khaki,Blue,NOW IS TOMORROW.,IZUMIDA LEE
174,RUMDUOL #174,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/4.png,40,DAI,Cambodia,Tuk Tuk,4,Blue,Green,MOVING FORWARD TOGETHER.,IZUMIDA LEE
175,RUMDUOL #175,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/5.png,40,DAI,Cambodia,Tuk Tuk,5,Green,Olive Green,NEW FLOW TO A CO-WELLNESS WORLD.,IZUMIDA LEE
176,RUMDUOL #176,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/1.png,40,DAI,Cambodia,Tuk Tuk,1,Yellow,Red,EMPOWERING THE ANONYMOUS HEROS.,IZUMIDA LEE
177,RUMDUOL #177,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/2.png,40,DAI,Cambodia,Tuk Tuk,2,Orange,Yellow,HARVESTING BETTER WORLD.,IZUMIDA LEE
178,RUMDUOL #178,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/3.png,40,DAI,Cambodia,Tuk Tuk,3,Khaki,Blue,NOW IS TOMORROW.,IZUMIDA LEE
179,RUMDUOL #179,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/4.png,40,DAI,Cambodia,Tuk Tuk,4,Blue,Green,MOVING FORWARD TOGETHER.,IZUMIDA LEE
180,RUMDUOL #180,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/5.png,40,DAI,Cambodia,Tuk Tuk,5,Green,Olive Green,NEW FLOW TO A CO-WELLNESS WORLD.,IZUMIDA LEE
181,RUMDUOL #181,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/1.png,40,DAI,Cambodia,Tuk Tuk,1,Yellow,Red,EMPOWERING THE ANONYMOUS HEROS.,IZUMIDA LEE
182,RUMDUOL #182,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/2.png,40,DAI,Cambodia,Tuk Tuk,2,Orange,Yellow,HARVESTING BETTER WORLD.,IZUMIDA LEE
183,RUMDUOL #183,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/3.png,40,DAI,Cambodia,Tuk Tuk,3,Khaki,Blue,NOW IS TOMORROW.,IZUMIDA LEE
184,RUMDUOL #184,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/4.png,40,DAI,Cambodia,Tuk Tuk,4,Blue,Green,MOVING FORWARD TOGETHER.,IZUMIDA LEE
185,RUMDUOL #185,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/5.png,40,DAI,Cambodia,Tuk Tuk,5,Green,Olive Green,NEW FLOW TO A CO-WELLNESS WORLD.,IZUMIDA LEE
186,RUMDUOL #186,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/1.png,40,DAI,Cambodia,Tuk Tuk,1,Yellow,Red,EMPOWERING THE ANONYMOUS HEROS.,IZUMIDA LEE
187,RUMDUOL #187,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/2.png,40,DAI,Cambodia,Tuk Tuk,2,Orange,Yellow,HARVESTING BETTER WORLD.,IZUMIDA LEE
188,RUMDUOL #188,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/3.png,40,DAI,Cambodia,Tuk Tuk,3,Khaki,Blue,NOW IS TOMORROW.,IZUMIDA LEE
189,RUMDUOL #189,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/4.png,40,DAI,Cambodia,Tuk Tuk,4,Blue,Green,MOVING FORWARD TOGETHER.,IZUMIDA LEE
190,RUMDUOL #190,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/5.png,40,DAI,Cambodia,Tuk Tuk,5,Green,Olive Green,NEW FLOW TO A CO-WELLNESS WORLD.,IZUMIDA LEE
191,RUMDUOL #191,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/1.png,40,DAI,Cambodia,Tuk Tuk,1,Yellow,Red,EMPOWERING THE ANONYMOUS HEROS.,IZUMIDA LEE
192,RUMDUOL #192,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/2.png,40,DAI,Cambodia,Tuk Tuk,2,Orange,Yellow,HARVESTING BETTER WORLD.,IZUMIDA LEE
193,RUMDUOL #193,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/3.png,40,DAI,Cambodia,Tuk Tuk,3,Khaki,Blue,NOW IS TOMORROW.,IZUMIDA LEE
194,RUMDUOL #194,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/4.png,40,DAI,Cambodia,Tuk Tuk,4,Blue,Green,MOVING FORWARD TOGETHER.,IZUMIDA LEE
195,RUMDUOL #195,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/5.png,40,DAI,Cambodia,Tuk Tuk,5,Green,Olive Green,NEW FLOW TO A CO-WELLNESS WORLD.,IZUMIDA LEE
196,RUMDUOL #196,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/1.png,40,DAI,Cambodia,Tuk Tuk,1,Yellow,Red,EMPOWERING THE ANONYMOUS HEROS.,IZUMIDA LEE
197,RUMDUOL #197,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/2.png,40,DAI,Cambodia,Tuk Tuk,2,Orange,Yellow,HARVESTING BETTER WORLD.,IZUMIDA LEE
198,RUMDUOL #198,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/3.png,40,DAI,Cambodia,Tuk Tuk,3,Khaki,Blue,NOW IS TOMORROW.,IZUMIDA LEE
199,RUMDUOL #199,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/4.png,40,DAI,Cambodia,Tuk Tuk,4,Blue,Green,MOVING FORWARD TOGETHER.,IZUMIDA LEE
200,RUMDUOL #200,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/5.png,40,DAI,Cambodia,Tuk Tuk,5,Green,Olive Green,NEW FLOW TO A CO-WELLNESS WORLD.,IZUMIDA LEE
201,RUMDUOL #201,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/1.png,40,DAI,Cambodia,Tuk Tuk,1,Yellow,Red,EMPOWERING THE ANONYMOUS HEROS.,IZUMIDA LEE
202,RUMDUOL #202,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/2.png,40,DAI,Cambodia,Tuk Tuk,2,Orange,Yellow,HARVESTING BETTER WORLD.,IZUMIDA LEE
203,RUMDUOL #203,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/3.png,40,DAI,Cambodia,Tuk Tuk,3,Khaki,Blue,NOW IS TOMORROW.,IZUMIDA LEE
204,RUMDUOL #204,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/4.png,40,DAI,Cambodia,Tuk Tuk,4,Blue,Green,MOVING FORWARD TOGETHER.,IZUMIDA LEE
205,RUMDUOL #205,"HARVEST FLOW is a service that enables social contribution by lending cryptocurrency to businesses dedicated to improving the world, thereby earning stable income gains while supporting impactful initiatives. Beyond financial returns, it offers a new form of social action by harvesting global prosperity (Harvest) and creating economic and social impact through the flow of funds (Flow).
The gathered funds are invested in real-world assets (RWA) that generate revenue over time, allowing users to tangibly see how their support is making a positive impact on society through the visualization of social actions.",https://gateway.irys.xyz/gxBSkz6E0rnS3BbbdXEtUD4Dbq1FDeuTsJUp9ejX67M/5.png,40,DAI,Cambodia,Tuk Tuk,5,Green,Olive Green,NEW FLOW TO A CO-WELLNESS WORLD.,IZUMIDA LEE
